name,id,sub1,sub2,sub3,marks,percentage,result,course_enrollment_date,study_hrs_per_day,age,grade,random_color,device_id
      devika khan      ,    STU-0992    ,   96   ,   93   ,   83   ,   272   ,   90.67   ,   Pass   ,"   April 02, 2023   ",   7.3   ,     17 years    ,   A   ,   red   ,   F30196E9   
     SANJANA SHARMA     ,     S993X     ,   80   ,   48   ,   50   ,   80+48+50   ,   59.33   ,   Pass   ,   12-05-2023   ,   0.3   ,   16   ,   Average   ,   green   ,   141C934E   
     NAVEEN GUPTA     ,     S994X     ,   98   ,   77   ,   45   ,   98+77+45   ,   73.33   ,   Pass   ,   10/02/2024   ,    two    ,   19   ,   B+   ,   green   ,   E6AAE3AE   
     SHIVA KHAN     ,     00995     ,   36   ,   74   ,   107   ,   36+74+107   ,   66.0   ,   Pass   ,   04-14-2023   ,   5.4   ,   11   ,   None   ,   blue   ,   04AEFE74   
     Vikram Gupta      ,   None   ,   88   ,   84   ,   60   ,   232   ,   77.33   ,   Pass   ,"   February 13, 2021   ",   7.5   ,   19   ,   A    ,   yellow   ,   6CBE9D3B   
     Divya Khan      ,     id_997    ,   99   ,   84   ,   71   ,   99+84+71   ,   84.67   ,   Pass   ,   01-19-2024   ,     5.0 hrs    ,   19   ,   A+   ,   None   ,   D1F6409B   
     Akash Khan      ,     S998X     ,   85   ,   -18   ,   61   ,   193   ,   64.33   ,   Pass   ,   18-Apr-2020   ,   6.4   ,   19   ,   B   ,   green   ,   EEE34F34   
     Kiran Reddy      ,       999        ,   87   ,   92   ,   -24   ,   87+92+-24   ,   -15.46   ,   Pass   ,   None   ,   -0.7   ,   18   ,   A   ,   yellow   ,   None   
     SNEHA REDDY     ,     id_1000    ,   AB   ,   76   ,   63   ,   AB+76+63   ,   -23.02   ,   Pass   ,   29/12/2020   ,    two    ,   19.5   ,   B+   ,   black   ,   080C1F85   
      shiva goud      ,     01001     ,   60   ,   86   ,   38   ,   184   ,   61.33   ,   Pass   ,"   October 30, 2024   ",   3.0   ,   None   ,   Good   ,   green   ,   1000A290   
     Rohit Khan      ,       1002        ,   63   ,   -18   ,   AB   ,   63+-18+AB   ,   59.0   ,   Pass   ,   2024-09-29   ,   7.1   ,   17   ,   Average   ,   white   ,   63ED2C23   
      varun khan      ,   None   ,   55   ,   150   ,   39   ,   55+150+39   ,   52.0   ,   Pass   ,   24/10/2024   ,     1.2 hrs    ,   19   ,   Average   ,   red   ,   E600A671   
     Rahul Naidu      ,    STU-1004    ,   45   ,   46   ,   46   ,   45+46+46   ,   45.67   ,   Pass   ,   24-May-2023   ,   36.2   ,   53   ,   Below Avg   ,   blue   ,   AA74FBE1   
     Sanjana Goud      ,     id_1005    ,   74   ,   99   ,   97   ,   270   ,   90.0   ,   Pass   ,"   November 16, 2024   ",    two    ,   16   ,   A+   ,   green   ,   FA545ADC   
      devika naidu      ,       1006        ,   45   ,   150   ,   107   ,   45+150+107   ,   51.67   ,   Pass   ,   09-Sep-2024   ,   0.4   ,   17   ,   C   ,   white   ,   51D47EE9   
      pooja patel      ,     01007     ,   70   ,   49   ,   81   ,   200   ,   66.67   ,   Pass   ,   None   ,   1.5   ,   19   ,   None   ,   white   ,   A15BA3BB   
     DEVIKA NAIDU     ,    STU-1008    ,   93   ,   76   ,   107   ,   93+76+107   ,   74.33   ,   Pass   ,   30/04/2022   ,   7.7   ,   None   ,   Good   ,   green   ,   D171AB09   
      sneha reddy      ,       1009        ,   73   ,   44   ,   50   ,   73+44+50   ,   55.67   ,   Pass   ,   08/09/2024   ,   3.4   ,     17 years    ,   C   ,   black   ,   77274730   
     TEJA NAIDU     ,     id_1010    ,   88   ,   99   ,   94   ,   281   ,   93.67   ,   Pass   ,   01/07/2024   ,   5.1   ,   9   ,   Distinction   ,   red   ,   4C74C521   
     Varun Naidu      ,    STU-1011    ,   -10   ,   76   ,   None   ,   -10+76+None   ,   -4.67   ,   Pass   ,   19/01/2021   ,   5.8   ,   19   ,   A+   ,   blue   ,   E491405B   
      lokesh varma      ,     id_1012    ,   58   ,   38   ,   80   ,   58+38+80   ,   58.67   ,   Pass   ,"   January 20, 2020   ",   -2.9   ,   16   ,   Average   ,   green   ,   00A13AE4   
      akash khan      ,     id_1013    ,   56   ,   45   ,   65   ,   56+45+65   ,   55.33   ,   Pass   ,   12-29-2020   ,   1.2   ,     19 years    ,   C   ,   blue   ,   83A8915E   
     VIKRAM RAO     ,     id_1014    ,   90   ,   98   ,   95   ,   90+98+95   ,   94.33   ,   Pass   ,   04/04/2021   ,   None   ,     16 years    ,   A    ,   yellow   ,   9F72F50B   
      akash rao      ,    STU-1015    ,   67   ,   90   ,   44   ,   67+90+44   ,   67.0   ,   Pass   ,   11-Mar-2024   ,    0    ,   16   ,   None   ,   None   ,   4F5F56E6   
     HARIKA GUPTA     ,       1016        ,   70   ,   39   ,   68   ,   70+39+68   ,   59.0   ,   Pass   ,"   February 19, 2023   ",   None   ,   19   ,   Average   ,   white   ,   XXXXXXXX   
     MEENA AGARWAL     ,     S1017X     ,   54   ,   79   ,   99   ,   54+79+99   ,   77.33   ,   Pass   ,   11-23-2022   ,   3.2   ,   19.5   ,   A+   ,   green   ,   862CF9F3   
      sanjana sharma      ,   1018   ,   AB   ,   32   ,   30   ,   AB+32+30   ,   -10.67   ,   Pass   ,   2024-08-13   ,     0.1 hrs    ,   None   ,   C   ,   green   ,   0A7CBB81   
      akash varma      ,       1019        ,   60   ,   99   ,   52   ,   211   ,   70.33   ,   Pass   ,   2022-05-27   ,   4.2   ,   17   ,   Good   ,   yellow   ,   XXXXXXXX   
     Lokesh Sharma      ,    STU-1020    ,   74   ,   80   ,   68   ,   74+80+68   ,   74.0   ,   Pass   ,   18/02/2018   ,   7.4   ,   17   ,   B   ,   black   ,   60B3B7B6   
     SURESH NAIDU     ,   1021   ,   51   ,   48   ,   AB   ,   51+48+AB   ,   61.67   ,   Pass   ,   12-11-2020   ,   None   ,   19   ,   Good   ,   green   ,   378F5093   
     POOJA GUPTA     ,   1022   ,   -10   ,   71   ,   63   ,   error   ,   None   ,   Pass   ,   2021-08-05   ,   6.6   ,   18.5   ,   None   ,   white   ,   DE1EDC76   
     ANITA REDDY     ,   1023   ,   95   ,   64   ,   70   ,   95+64+70   ,   76.33   ,   Pass   ,   None   ,   6.4   ,   17   ,   Distinction   ,   blue   ,   D344D68F   
     DEVIKA PATEL     ,     S1024X     ,   77   ,   75   ,   42   ,   194   ,   64.67   ,   Pass   ,"   December 21, 2023   ",   2.6   ,   19   ,   B+   ,   red   ,   02BC5841   
     DIVYA PATEL     ,     01025     ,   -10   ,   55   ,   99   ,   -10+55+99   ,   76.67   ,   Pass   ,   04-04-2021   ,   None   ,   17   ,   A   ,   blue   ,   731F32CB   
     POOJA GUPTA     ,    STU-1026    ,   59   ,   98   ,   -24   ,   59+98+-24   ,   118.18   ,   Pass   ,   2021-10-29   ,   1.1   ,   18   ,   B   ,   black   ,   00BB6EBD   
     AKASH KHAN     ,     S1027X     ,   73   ,   93   ,   81   ,   73+93+81   ,   N/A   ,   Pass   ,   17/08/2024   ,   5.3   ,   5   ,   Distinction   ,   red   ,   3FD98E5B   
     AKASH VARMA     ,     S1028X     ,   69   ,   -18   ,   32   ,   167   ,   -9.79   ,   Pass   ,   2023-01-03   ,   29.3   ,   18.5   ,   Average   ,   blue   ,   79B37820   
     TEJA NAIDU     ,     01029     ,   None   ,   78   ,   92   ,   None+78+92   ,   69.0   ,   Pass   ,   24/04/2019   ,   0.2   ,   19   ,   B   ,   blue   ,   A5B18EAF   
     Naveen Naidu      ,   1030   ,   78   ,   50   ,   78   ,   error   ,   68.67   ,   Pass   ,   11-Apr-2020   ,   6.3   ,   18   ,   B   ,   yellow   ,   EF6C2584   
     PRASAD GOUD     ,     01031     ,   85   ,   93   ,   76   ,   254   ,   145.0   ,   Pass   ,   2022-06-03   ,    0    ,   17   ,   A+   ,   black   ,   8DB9856A   
     PRASAD REDDY     ,     01032     ,   46   ,   34   ,   84   ,   46+34+84   ,   54.67   ,   Pass   ,   11-13-2019   ,     2.1 hrs    ,   17.5   ,   Average   ,   white   ,   9933B29E   
     SNEHA PATEL     ,     S1033X     ,   53   ,   99   ,   93   ,   missing   ,   81.67   ,   Pass   ,"   August 16, 2021   ",   6.5   ,   55   ,   A    ,   yellow   ,   AA240E79   
     NAVEEN NAIDU     ,    STU-1034    ,   78   ,   33   ,   -24   ,   78+33+-24   ,   -8.9   ,   Pass   ,"   March 23, 2018   ",   None   ,   18   ,   B   ,   red   ,   AA662745   
      pooja varma      ,     id_1035    ,   93   ,   68   ,   AB   ,   93+68+AB   ,   85.67   ,   Pass   ,   28-Mar-2018   ,   4.8   ,   18   ,   None   ,   white   ,   2A6500C1   
      shiva rao      ,     01036     ,   83   ,   64   ,   44   ,   83+64+44   ,   63.67   ,   Pass   ,   2024-03-22   ,   -3.9   ,   19   ,   B+   ,   unknown   ,   89FD0AD3   
     Kiran Reddy      ,     01037     ,   95   ,   150   ,   61   ,   95+150+61   ,   -4.17   ,   Pass   ,   26-Aug-2023   ,   4.4   ,   17.5   ,   Good   ,   black   ,   D58639A5   
     Devika Naidu      ,   1038   ,   51   ,   53   ,   97   ,   201   ,   67.0   ,   Pass   ,   2020-04-01   ,     7.4 hrs    ,   19   ,   None   ,   green   ,   7BCCAF4D   
      divya naidu      ,   1039   ,   91   ,   86   ,   47   ,   224   ,   74.67   ,   Pass   ,   12-Jun-2018   ,   7.0   ,   None   ,   Good   ,   green   ,   E31BBE21   
     Devika Agarwal      ,     S1040X     ,   89   ,   99   ,   72   ,   260   ,   86.67   ,   Pass   ,"   July 25, 2024   ",   6.3   ,   16   ,   A   ,   red   ,   5F8D596E   
     RAHUL SHARMA     ,   1041   ,   81   ,   70   ,   64   ,   81+70+64   ,   71.67   ,   Pass   ,   04-17-2023   ,   2.2   ,     19 years    ,   B+   ,   green   ,   42E52A85   
     VARUN GUPTA     ,       1042        ,   46   ,   83   ,   87   ,   46+83+87   ,   72.0   ,   Pass   ,   2023-01-25   ,   7.3   ,   17   ,   Good   ,   yellow   ,   3EDC9D5D   
     SURESH RAO     ,     01043     ,   96   ,   75   ,   62   ,   96+75+62   ,   77.67   ,   Pass   ,   None   ,     0.8 hrs    ,     17 years    ,   A    ,   None   ,   F7C9541B   
      harika rao      ,   1044   ,   42   ,   None   ,   43   ,   42+None+43   ,   58.0   ,   Pass   ,   20/01/2021   ,   -6.8   ,   None   ,   None   ,   None   ,   1AE07BE3   
     KIRAN PATEL     ,    STU-1045    ,   55   ,   89   ,   None   ,   207   ,   N/A   ,   Pass   ,   02-07-2024   ,   2.6   ,   5   ,   B   ,   black   ,   170ADC0A   
     Kiran Khan      ,       1046        ,   59   ,   86   ,   90   ,   59+86+90   ,   N/A   ,   Pass   ,   None   ,   0.4   ,   17   ,   A+   ,   red   ,   E2FA3888   
     SANJANA VARMA     ,     S1047X     ,   None   ,   60   ,   33   ,   None+60+33   ,   105.98   ,   Pass   ,   15/12/2024   ,   5.4   ,   19   ,   Below Avg   ,   white   ,   636F7005   
     Meena Agarwal      ,     id_1048    ,   49   ,   53   ,   107   ,   49+53+107   ,   63.33   ,   Pass   ,"   July 11, 2020   ",   35.2   ,   18   ,   None   ,   unknown   ,   5AB05479   
      devika sharma      ,     01049     ,   -10   ,   65   ,   58   ,   -10+65+58   ,   72.0   ,   Pass   ,   None   ,   1.9   ,   19   ,   B+   ,   blue   ,   1332C058   
     Harika Agarwal      ,     01050     ,   60   ,   ?   ,   None   ,   154   ,   51.33   ,   Pass   ,   2021-12-20   ,     2.4 hrs    ,   19   ,   C   ,   blue   ,   0000   
     LOKESH AGARWAL     ,    STU-1051    ,   60   ,   53   ,   107   ,   60+53+107   ,   63.67   ,   Pass   ,   None   ,   0.5   ,   19   ,   B   ,   red   ,   03F4663B   
     Suresh Khan      ,     id_1052    ,   81   ,   59   ,   69   ,   81+59+69   ,   69.67   ,   Pass   ,   19/07/2019   ,   1.4   ,   54   ,   B   ,   green   ,   3FEC1119   
     DIVYA SHARMA     ,     id_1053    ,   66   ,   36   ,   94   ,   66+36+94   ,   None   ,   Pass   ,   05/11/2024   ,   0.0   ,   18   ,   B+   ,   blue   ,   17DA9E3F   
      vikram sharma      ,     S1054X     ,   44   ,   64   ,   107   ,   44+64+107   ,   68.67   ,   Pass   ,   2019-04-16   ,    0    ,   8   ,   B   ,   black   ,   BC6E7C4C   
     HARIKA RAO     ,     S1055X     ,   50   ,   84   ,   56   ,   N/A   ,   63.33   ,   Pass   ,   09-14-2020   ,   -0.7   ,   16   ,   B   ,   white   ,   3ABA473A   
      akash agarwal      ,       1056        ,   51   ,   43   ,   35   ,   51+43+35   ,   43.0   ,   Pass   ,   2023-04-19   ,   None   ,     18 years    ,   D   ,   yellow   ,   5A5EE47F   
     MEENA GUPTA     ,     01057     ,   57   ,   None   ,   42   ,   57+None+42   ,   46.0   ,   Pass   ,   2018-08-12   ,   1.9   ,   18   ,   Below Avg   ,   None   ,   53FB12DF   
     ROHIT KHAN     ,   1058   ,   60   ,   45   ,   93   ,   60+45+93   ,   66.0   ,   Pass   ,   11/01/2024   ,   7.5   ,   18.5   ,   Good   ,   red   ,   F7048CF6   
     NAVEEN PATEL     ,     S1059X     ,   AB   ,   83   ,   91   ,   215   ,   71.67   ,   Pass   ,   17/12/2018   ,   None   ,   17   ,   B+   ,   green   ,   XXXXXXXX   
      naveen reddy      ,    STU-1060    ,   48   ,   99   ,   48   ,   48+99+48   ,   65.0   ,   Pass   ,   13/04/2023   ,   2.3   ,   16   ,   B+   ,   yellow   ,   88A36262   
      kiran reddy      ,    STU-1061    ,   41   ,   73   ,   72   ,   186   ,   62.0   ,   Pass   ,   12-15-2018   ,   6.3   ,   None   ,   Good   ,   white   ,   3FD7A509   
     Vikram Rao      ,    STU-1062    ,   43   ,   74   ,   49   ,   43+74+49   ,   55.33   ,   Pass   ,   01-Jul-2018   ,   6.4   ,   41   ,   Average   ,   white   ,   BB8D2320   
      prasad agarwal      ,     S1063X     ,   82   ,   -18   ,   97   ,   82+-18+97   ,   None   ,   Pass   ,   29-Sep-2019   ,   None   ,   10   ,   A   ,   blue   ,   572A121E   
     Lokesh Gupta      ,   None   ,   93   ,   None   ,   73   ,   300/300   ,   84.0   ,   Pass   ,   14/10/2020   ,   34.7   ,   19   ,   Distinction   ,   white   ,   7EDD6F15   
     DIVYA AGARWAL     ,    STU-1065    ,   73   ,   150   ,   52   ,   73+150+52   ,   58.33   ,   Pass   ,"   February 05, 2024   ",     0.7 hrs    ,   40   ,   Average   ,   white   ,   BD58FF28   
     VIKRAM RAO     ,     S1066X     ,   52   ,   ?   ,   31   ,   52+?+31   ,   60.0   ,   Pass   ,"   February 11, 2020   ",   5.2   ,   16   ,   C   ,   green   ,   431037C2   
     Divya Rao      ,   1067   ,   93   ,   79   ,   51   ,   223   ,   74.33   ,   Pass   ,   2020-10-12   ,   5.0   ,   17.5   ,   B   ,   multi   ,   603CEEFB   
     TEJA PATEL     ,   1068   ,   51   ,   62   ,   107   ,   51+62+107   ,   120.26   ,   Pass   ,   13/10/2023   ,    two    ,   16   ,   None   ,   green   ,   0934688A   
      divya goud      ,       1069        ,   48   ,   None   ,   36   ,   48+None+36   ,   40.0   ,   Pass   ,   29/01/2018   ,   -2.5   ,   7   ,   Poor   ,   red   ,   BE285CA0   
     Shiva Rao      ,     01070     ,   None   ,   99   ,   85   ,   None+99+85   ,   83.0   ,   Pass   ,   16-Aug-2024   ,   6.9   ,   19   ,   A+   ,   white   ,   59C788F0   
     Naveen Agarwal      ,   1071   ,   58   ,   44   ,   96   ,   58+44+96   ,   66.0   ,   Pass   ,   15-Nov-2023   ,    0    ,   17.5   ,   B+   ,   white   ,   25B88339   
      sanjana naidu      ,       1072        ,   94   ,   61   ,   AB   ,   94+61+AB   ,   66.67   ,   Pass   ,   03-09-2023   ,    two    ,   None   ,   B+   ,   None   ,   None   
     Shiva Goud      ,     id_1073    ,   79   ,   49   ,   80   ,   79+49+80   ,   absent   ,   Pass   ,"   January 05, 2022   ",   0.7   ,   19.5   ,   Good   ,   black   ,   1CC688B8   
     PRASAD REDDY     ,     01074     ,   None   ,   44   ,   41   ,   122   ,   40.67   ,   Pass   ,   05-11-2021   ,   1.6   ,   19   ,   D   ,   green   ,   3F401239   
     Meena Rao      ,   1075   ,   71   ,   77   ,   82   ,   230   ,   76.67   ,   Pass   ,   31/08/2023   ,   6.6   ,   None   ,   None   ,   yellow   ,   BEF38370   
      anita patel      ,     id_1076    ,   77   ,   50   ,   34   ,   161   ,   53.67   ,   Pass   ,   01-30-2021   ,   5.4   ,   18   ,   Average   ,   None   ,   FFCC759D   
     Shiva Goud      ,       1077        ,   74   ,   71   ,   56   ,   74+71+56   ,   67.0   ,   Pass   ,   07-Mar-2018   ,   None   ,   17   ,   Good   ,   yellow   ,   233BEBE1   
      rahul khan      ,   1078   ,   89   ,   55   ,   -24   ,   error   ,   124.85   ,   Pass   ,   08-Feb-2021   ,   36.4   ,   45   ,   B+   ,   red   ,   8E89684C   
     PRASAD GOUD     ,   1079   ,   73   ,   43   ,   46   ,   162   ,   54.0   ,   Pass   ,   2018-12-04   ,   4.6   ,   56   ,   Average   ,   red   ,   D76A8926   
     Shiva Khan      ,     S1080X     ,   49   ,   86   ,   35   ,   170   ,   56.67   ,   Pass   ,   None   ,   2.5   ,   18   ,   C   ,   white   ,   A7AD9352   
     POOJA REDDY     ,     id_1081    ,   38   ,   66   ,   34   ,   38+66+34   ,   46.0   ,   Pass   ,"   September 25, 2022   ",   None   ,   18   ,   D   ,   yellow   ,   7EB5710E   
     SHIVA NAIDU     ,   1082   ,   59   ,   87   ,   86   ,   check   ,   123.01   ,   Pass   ,   23/03/2019   ,   25.2   ,     18 years    ,   A   ,   white   ,   None   
     TEJA AGARWAL     ,    STU-1083    ,   47   ,   50   ,   57   ,   154   ,   51.33   ,   Pass   ,   08-Oct-2018   ,   7.8   ,   16   ,   Average   ,   black   ,   XXXXXXXX   
      divya patel      ,     S1084X     ,   AB   ,   98   ,   98   ,   AB+98+98   ,   87.67   ,   Pass   ,   08-19-2019   ,   None   ,   16   ,   A+   ,   red   ,   8086F748   
     VIKRAM VARMA     ,     S1085X     ,   50   ,   32   ,   88   ,   50+32+88   ,   56.67   ,   Pass   ,   10-Jun-2023   ,     7.5 hrs    ,   7   ,   C   ,   None   ,   A4AC094E   
      kiran khan      ,   1086   ,   76   ,   150   ,   107   ,   300/300   ,   68.0   ,   Pass   ,   None   ,   3.2   ,   44   ,   B+   ,   None   ,   C75ED897   
     Anita Varma      ,     S1087X     ,   89   ,   78   ,   91   ,   89+78+91   ,   86.0   ,   Pass   ,   07-29-2018   ,   3.8   ,   19   ,   A+   ,   red   ,   5AB2DC0E   
     RAHUL NAIDU     ,     01088     ,   76   ,   48   ,   107   ,   76+48+107   ,   -9.47   ,   Pass   ,   2018-05-06   ,   5.6   ,     19 years    ,   B   ,   black   ,   03414CED   
     AKASH PATEL     ,     id_1089    ,   68   ,   -18   ,   None   ,   68+-18+None   ,   52.33   ,   Pass   ,   2019-05-07   ,   7.4   ,   17   ,   Average   ,   black   ,   E160F1BB   
      vikram patel      ,     01090     ,   64   ,   90   ,   98   ,   64+90+98   ,   84.0   ,   Pass   ,   27-Aug-2020   ,   1.1   ,   11   ,   A+   ,   black   ,   86E9F4B1   
     ROHIT PATEL     ,       1091        ,   47   ,   70   ,   95   ,   47+70+95   ,   70.67   ,   Pass   ,   04-Aug-2019   ,   32.8   ,   16.5   ,   B+   ,   blue   ,   FB556161   
      naveen khan      ,     01092     ,   47   ,   62   ,   76   ,   47+62+76   ,   61.67   ,   Pass   ,   24/04/2024   ,   -1.1   ,   None   ,   B   ,   black   ,   0DE286A6   
      prasad reddy      ,    STU-1093    ,   52   ,   None   ,   68   ,   52+None+68   ,   66.33   ,   Pass   ,   26/04/2021   ,   33.8   ,   16   ,   B+   ,   black   ,   EF0108E5   
      vikram agarwal      ,     S1094X     ,   66   ,   97   ,   97   ,   260   ,   86.67   ,   Pass   ,   18-Aug-2018   ,   2.5   ,   67   ,   A+   ,   blue   ,   F7E03CD4   
      rohit agarwal      ,   None   ,   73   ,   62   ,   62   ,   197   ,   65.67%   ,   Pass   ,"   July 08, 2018   ",   2.6   ,   16   ,   Good   ,   white   ,   93F3A56B   
     AKASH NAIDU     ,    STU-1096    ,   80   ,   ?   ,   107   ,   175   ,   -2.25%   ,   Pass   ,"   August 20, 2023   ",   0.6   ,   18   ,   Average   ,   green   ,   586242FD   
      naveen patel      ,     S1097X     ,   63   ,   90   ,   83   ,   63+90+83   ,   78.67   ,   Pass   ,   05-17-2019   ,   2.8   ,     19 years    ,   None   ,   None   ,   C27D68FD   
      akash gupta      ,     01098     ,   96   ,   90   ,   36   ,   missing   ,   74.0   ,   Pass   ,"   November 03, 2023   ",   6.9   ,   19   ,   B   ,   black   ,   None   
     LOKESH AGARWAL     ,       1099        ,   96   ,   57   ,   AB   ,   96+57+AB   ,   65.33   ,   Pass   ,   02-18-2018   ,   1.9   ,   11   ,   B+   ,   red   ,   CED6DEB6   
     Akash Agarwal      ,   None   ,   91   ,   87   ,   48   ,   226   ,   75.33   ,   Pass   ,   20-Nov-2019   ,   5.6   ,     18 years    ,   Distinction   ,   yellow   ,   4C5EBB56   
